"","TurnSeq","Speaker","Utterance","IUSeq"
"55",16,"F2:"," (.) 我 還 教 他 音標 然後 他 不 想 學 音標 那 我 就",55
"56",16,"F2:"," (.) 試著 從",56
"57",16,"F2:"," (.) 譬如 說 SHE 不 是 有 一 個 叫 E 嗎",57
"58",17,"F1:"," (.) [@@@]",58
"59",18,"F2:"," [你 想 知道] 它 要 怎麼 拼 嗎",59
"60",18,"F2:"," (.) 它 怎麼 拼",60
"61",18,"F2:"," (.) 那 怎麼 發音 你 想 知道 嗎",61
"62",18,"F2:"," (...) 或 H 怎麼 發音",62
"63",19,"F3:"," (...). 可能 他 不知",63
"64",19,"F3:"," (...)",64
"65",19,"F3:"," (.) 他 又 不 喜歡 她們",65
"66",20,"F2:"," (...) 就 還有 5566 啊",66
"67",20,"F2:"," (.) 孫 他",67
"68",20,"F2:"," (.) 居然 真的",68
"69",20,"F2:"," (.) 國中生 真的 有 喜歡 5566 的 欸",69
"70",21,"F1:"," (.) 真的 有",70
"71",22,"F2:"," (...) 我 很 訝異",71
"72",23,"F3:"," (.) 可[是]",72
"73",24,"F1:"," [還有]",73
"74",25,"F1:"," (.) 明",74
"75",26,"F3:"," (.) 其實 不 喜歡 學習 的",75
"76",26,"F3:"," (.) 不 能",76
"77",26,"F3:"," (.) 不 喜歡 學 英文 的 人 多半 不 喜歡 學 KK 音標 你 知道 嗎",77
"78",27,"F1:"," (.) 對 啊",78
"79",28,"F3:"," (...) 它 太 抽象 了",79
"80",28,"F3:"," (.) 英文 都 很 抽象 了 你 要 他 學 一 個 更 抽象 的",80
"81",29,"F2:"," (.) 但是",81
"82",30,"F3:"," (.) 他 [當然 不行]",82
"83",31,"F2:"," [可是 那 個 東西] 有點 像 注音 符號",83
"84",31,"F2:"," (.) 如果 你 注音 符號 可以 的 話",84
"85",32,"F3:"," (.) 那 你 有 這 樣子 跟 他 說 嗎",85
"86",33,"F2:"," (.) 有",86
"87",34,"F3:"," (...) 那 如果 他 還 是 不 喜歡 學",87
"88",34,"F3:"," (.) 那 表示 對 他 而言 那 也 是 太 抽象 了",88
"89",34,"F3:"," (...) 他 還要 重新 再 學 一 套 符號 欸",89
"90",35,"F2:"," (.) 我 覺得 多半 是 懶 欸",90
"91",35,"F2:"," (.) 說真",91
"92",35,"F2:"," (...) [就 剛 開始]",92
"93",36,"F1:"," [就 有點 放]棄 自己 啦",93
"94",37,"F2:"," (.) 對 對 對 [2有 可能2]",94
"95",38,"F1:"," [2有 一 點2]",95
"96",39,"F1:"," (.) 多少 有 一 點",96
"97",40,"F3:"," (...) 他 懶是 本來 就是 這 樣子 了",97
"98",40,"F3:"," (.) 問題 是",98
"99",40,"F3:"," (.) 就是",99
"100",40,"F3:"," (.) 如果 你 覺得 時間 太 少 的 話",100
"101",40,"F3:"," (.) 那 目",101
"102",40,"F3:"," (.) 那 個 目[標 你 可以] 放 在 讓 他 比較 喜歡 英文 就 好 了",102
"103",41,"F2:"," [就 沒 辦法 呀]",103
"104",42,"F2:"," (.) 喔",104
"105",43,"F3:"," (.) 不要 放 在 說 他 可以",105
"106",43,"F3:"," (.) 很 會 很 會 背 呀",106
"107",43,"F3:"," (.) 考試 考 很 好 啊 什麼 的",107
"108",43,"F3:"," (.) 我 覺得 那 個",108
"109",43,"F3:"," (.) 目標 不要 放 太 遠",109
"110",43,"F3:"," (.) [2你 也 比較 有 成就感2]",110
"111",44,"F1:"," [2除非 你 有 辦法2] 一 對 一",111
"112",45,"F1:"," (.) 因為 你 現在 有點 像 一 對 多 啊",112
"113",46,"F2:"," (.) 但 其實 我 覺得 一 對 一 的 話 我 以 以前 可以 但 現在 不行",113
"114",46,"F2:"," (.) 你 知道 為什麼 嗎",114
"115",47,"F1:"," (.) 為什麼",115
"116",48,"F2:"," (.) 因為 我 現在 有 牙套 我 不 想 要 太",116
"117",48,"F2:"," (.) 不 太 想 要 講 太 多 話",117
"118",49,"F1:"," (.) @@ [那 你 就]",118
"119",50,"F2:"," [會 磨]",119
"120",50,"F2:"," (.) 會 磨 破 我 的 嘴皮 呀",120
"121",51,"F1:"," (...) 可是 你 對 多",121
"122",51,"F1:"," (.) 更 難 教 耶",122
"123",51,"F1:"," (.) 你 怎麼 會 覺得 這 樣子",123
"124",51,"F1:"," (.) [2比較 <# 輕鬆 #> 講 話2]",124
"125",52,"F2:"," [2沒有",125
"126",52,"F2:"," (.) 我 說 一 對 一2] 是 指",126
"127",52,"F2:"," (.) 就是",127
"128",52,"F2:"," (.) 每 個 人 一 對 一",128
"129",53,"F1:"," (...) 喔",129
"130",54,"F2:"," (.) 就是 那 個",130
"131",54,"F2:"," (.) 小小班",131
"132",54,"F2:"," (.) 然後 拆成 每 個 一 對 一 那 這樣 ###",132
"133",54,"F2:"," (.) 講話 講 到 那 個 欸",133
"134",54,"F2:"," (...) 反正 就是 去 帶",134
"135",54,"F2:"," (.) 然後 有 時候 就 覺得",135
"136",54,"F2:"," (.) han",136
"137",54,"F2:"," (.) 不 知道 要 怎麼 帶 才 好",137
"138",54,"F2:"," (.) 你 應該 可以 了解 那 個",138
"139",54,"F2:"," (.) 感覺 吧",139
"140",55,"F1:"," (.) 了解 可是",140
"141",55,"F1:"," (.) 你 說 的 那 個 男生 他 是 真的 不 想 學 耶",141
"142",56,"F2:"," (.) 對",142
"143",56,"F2:"," (.) [你 看 得 出來 對 不 對]",143
"144",57,"F1:"," [我 覺得 真的 有 這 種 感覺]",144
"145",57,"F1:"," (.) 對 呀",145
"146",57,"F1:"," (...) 我 [2倒 我 倒 是 覺得2]",146
"147",58,"F2:"," [2而且 還 一直 打擾2] 別人",147
"148",59,"F1:"," (.) 我 倒 覺得 你 先 把",148
"149",59,"F1:"," (.) 時間 花 在 那 兩 個",149
"150",59,"F1:"," (.) 比較 想 學 的 女生 比較",150
"151",59,"F1:"," (...) 對 他們 也 比較 公平 啦 說 實在 的",151
"152",60,"F2:"," (.) um - um",152
"153",61,"F1:"," (.) 因為 我",153
"154",61,"F1:"," (.) 我 其實",154
"155",62,"F3:"," (.) 老師 很 容易 為了 [一 個 # 學生 放棄 ##]",155
"156",63,"F1:"," [對",156
"157",63,"F1:"," (.) 我 以前] 教 安親 班 也",157
"158",63,"F1:"," (.) 我 覺得 我 犯 了 跟 你 一樣 的 錯誤",158
"159",63,"F1:"," (.) 就是",159
"160",63,"F1:"," (...) 先 去 管 那 個 不 想 學 的",160
"161",63,"F1:"," (.) 其實 不 對",161
"162",63,"F1:"," (.) 你 要 先 管 想 學 的",162
"163",64,"F2:"," (.) 可是 那 [2不 想 學 的2]",163
"164",65,"F1:"," [2然後 你 有 剩餘2] 的 時間",164
"165",66,"F2:"," (.) 可是 他 不 想 學 的 會 影響 其他",165
"166",66,"F2:"," (.) 所以 要 先",166
"167",66,"F2:"," (...) 那 個 啊",167
"168",67,"F1:"," (.) 說 實在 他 才 一 個 人",168
"169",67,"F1:"," (.) 而且",169
"170",67,"F1:"," (.) 那 才 三 個 人 吶",170
"171",68,"F2:"," (.) 沒有 我 是 說 他 會",171
"172",68,"F2:"," (.) 像 如果 說 你 以前",172
"173",68,"F2:"," (.) 像 你 像",173
"174",68,"F2:"," (.) 你 以前 帶 的 安親 班",174
"175",68,"F2:"," (.) 然後 如果 有 一 個 一直 吵 大家",175
"176",68,"F2:"," (.) 然後 你 一定 要 管 他",176
"177",68,"F2:"," (.) 要不然 他 就 一直",177
"178",68,"F2:"," (.) 騷擾 大家 所以 大家 都 不 想 學",178
"179",68,"F2:"," (.) 但 他 想要 引起 大家 注意 啊",179
"180",68,"F2:"," (...) 應該 都 會 有 這 種 情況 吧",180
"181",69,"F1:"," (.) 會 啊",181
"182",69,"F1:"," (.) 可是",182
"183",69,"F1:"," (.) 我 會 覺得 說 你 應該 要 先 好好 跟 他 講",183
"184",69,"F1:"," (.) 然後 可能 先 給 他 一 個",184
"185",69,"F1:"," (...) s- 小小 的 作業 什麼",185
"186",70,"F2:"," (.) 就是 讓 他 安",186
"187",70,"F2:"," (.) 總之 [讓 他 安靜]",187
"188",71,"F1:"," [對 啊]",188
"189",71,"F1:"," (.) 總是 先 讓 他 安靜 一下",189
"190",71,"F1:"," (.) 然後 先",190
"191",71,"F1:"," (...) 把 時間 花 在 其他 人",191
"192",71,"F1:"," (.) 他 也許",192
"193",71,"F1:"," (.) 你 講 一 講",193
"194",71,"F1:"," (.) 他 聽到 他 覺得",194
"195",71,"F1:"," (.) 好像",195
"196",71,"F1:"," (.) TSK",196
"197",72,"F2:"," (.) 很 無趣 [2是2] 不是",197
"198",73,"F1:"," [2有2]",198
"199",74,"F1:"," (.) 蠻 有用 的",199
"200",74,"F1:"," (.) 就 你 可能 講 一些 什麼 東西 他 可能 覺得 蠻 有用 他 也",200
"201",74,"F1:"," (.) 搞 不 好 他 也 會 聽 一下",201
"202",74,"F1:"," (.) 因為 他 真的 沒有 別 的 事 可以 做 啊",202
"203",75,"F2:"," (.) um",203
"204",76,"F3:"," (...) 可以 私底下 找 他 來 啊",204
"205",76,"F3:"," (.) 跟 他 說",205
"206",76,"F3:"," (.) 你 期望 大概 那 個",206
"207",76,"F3:"," (.) 表現 是 什麼 樣子",207
"208",76,"F3:"," (.) 對 他 嚴肅 一 點",208
"209",76,"F3:"," (...) 也 有",209
"210",76,"F3:"," (.) 也 有 小孩子 是 認為 你 不是 正規 的 老師",210
"211",76,"F3:"," (.) 正好",211
"212",76,"F3:"," (.) 就是",212
"213",76,"F3:"," (.) 平常 的 老師 很 兇 他 不 敢",213
"214",76,"F3:"," (.) 現在 [正好 來 了 一 個]",214
"215",77,"F2:"," [喔]",215
"216",78,"F3:"," (.) 這個 [2老師2]",216
"217",79,"F2:"," [2也 是2] 有 可能 啦",217
"218",79,"F2:"," (.) 但是 我 對 他們 其實 蠻 兇 的 欸",218
"219",79,"F2:"," (.) 她 看 得 到 啊 @@",219
"220",80,"F1:"," (...) 可是 其實",220
"221",80,"F1:"," (.) 還是 看 得 出來 是",221
"222",80,"F1:"," (...) 就 [怎麼 說]",222
"223",81,"F2:"," [可是] 真的 不是 那 個 老師 就 對 了",223
"224",82,"F1:"," (...) 不是 真正 的 老師 啦",224
"225",82,"F1:"," (.) 以前 我",225
"226",82,"F1:"," (.) 家教 學生 跟 我 講 了 一 句",226
"227",82,"F1:"," (.) 我 覺得 講 的 非常 好 的 話",227
"228",82,"F1:"," (...) 他 說",228
"229",82,"F1:"," (...) 那 個",229
"230",82,"F1:"," (.) 菜鳥 老師 我們 都 知道",230
"231",82,"F1:"," (...) 他 意思 就是 說 學生 都 知道",231
"232",82,"F1:"," (.) 他 看 得 出來 呀",232
"233",83,"F3:"," (.) 當然 [2看 得2] 出來 啊",233
"234",84,"F1:"," [2不管2]",234
"235",85,"F1:"," (.) 你",235
"236",85,"F1:"," (.) 你 覺得 你 再 怎麼 兇",236
"237",85,"F1:"," (.) 說 實在 對 他們 來 說",237
"238",85,"F1:"," (.) 你 還 是 菜鳥",238
"239",86,"F3:"," (.) 你 越 兇 他 覺得 你 越 菜",239
"240",86,"F3:"," (.) 因[為 沒有 自信 才 這麼 兇]",240
"241",87,"F1:"," [對 啊",241
"242",87,"F1:"," (...) 因為]",242
"243",88,"F1:"," (.) 因為 從",243
"244",88,"F1:"," (.) 我 會 覺得 說 是 學校 裡面 的 老師 其實 他",244
"245",88,"F1:"," (...) 不怒",245
"246",88,"F1:"," (.) 不怒自[2威2]",246
"247",89,"F2:"," [2而威2]",247
"248",90,"F3:"," (.) [真的]",248
"249",91,"F1:"," [對]",249
"250",92,"F3:"," (.) [2真的2]",250
"251",93,"F1:"," [2真的2]",251
"252",94,"F2:"," (.) 欸 可是 我 覺得 沒辦法 像 這種 東西",252
"253",94,"F2:"," (.) 譬如 說像 這 種 課輔",253
"254",94,"F2:"," (.) 義務 課輔 你",254
"255",94,"F2:"," (.) 能夠",255
"256",94,"F2:"," (.) 期望 你 自己 像 那 種 不怒而威 的 正規 老師",256
"257",94,"F2:"," (.) 不 可[能 啊]",257
"258",95,"F3:"," [不 可]能 啊",258
"259",96,"F2:"," (.) 不 能 [2這樣 期待 啊2]",259
"260",97,"F3:"," [2所以 你 才 要 用2] 另外 一 個 方式 啊",260
"261",98,"F2:"," (...) [譬如 說]",261
"262",99,"F3:"," [由 另外] 一 個 路線 吶",262
"263",99,"F3:"," (...) 像 我 就 是",263
"264",99,"F3:"," (...) 因為 大家 也",264
"265",99,"F3:"," (.) 也 知道 我 不是 正規 老師 啊",265
"266",99,"F3:"," (...) 然後",266
"267",99,"F3:"," (...) 他們 也 都 會 um",267
"268",99,"F3:"," (...) 不 知道 該 怎麼 說 欸",268
"269",99,"F3:"," (.) 我 覺得 那 是",269
"270",99,"F3:"," (.) 另外 一 個 方法 吧",270
"271",99,"F3:"," (.) 以前 我 就 覺得",271
"272",99,"F3:"," (...) uh 因為 不是 正",272
"273",99,"F3:"," (.) 正規 的 老師",273
"274",99,"F3:"," (.) 所以 他們 其實 也 敢 在 我 課堂 上 睡覺 呀 什麼 的",274
"275",99,"F3:"," (...) 然後 後來 就 比較 像 是",275
"276",99,"F3:"," (...) 私底下 跟 他們",276
"277",99,"F3:"," (.) 就是",277
"278",99,"F3:"," (.) 好 一 點",278
"279",99,"F3:"," (.) 然後 他們 上課 就 會 很 專心 很 乖 這樣",279
"280",100,"F1:"," (...) 可是 上課 還 是 另外 一 個 樣子 啦",280
"281",100,"F1:"," (.) 我 覺得 老師 就是 這 樣子",281
"282",101,"F3:"," (.) 對 啊",282
"283",102,"F1:"," (...) [2唉2]",283
"284",103,"F3:"," [2那2] 我 覺得 其實 學生",284
"285",103,"F3:"," (.) 多少 都 會",285
"286",103,"F3:"," (.) um",286
"287",103,"F3:"," (...) 你 要 他們 乖乖 的 是 不 可能 的 啦",287
"288",103,"F3:"," (...) 就是",288
"289",104,"F1:"," (.) 就是",289
"290",104,"F1:"," (...) 控制 在 一 個 範圍 之 內 的 話",290
"291",105,"F3:"," (.) 對 啦 就是",291
"292",105,"F3:"," (...) 像",292
"293",106,"F2:"," (.) 至少 不要 打擾 到 其他 人 這樣 就 好",293
"294",107,"F3:"," (.) 其實 有 時候 你 不",294
"295",107,"F3:"," (.) 要 他們 不 打",295
"296",107,"F3:"," (.) 不 打擾 到 其他 人",296
"297",108,"F2:"," (.) 也 是 蠻難 的 吧",297
"298",109,"F3:"," (.) 我 高中 都 會 了",298
"299",109,"F3:"," (.) 更 何況 什麼 國中 國小",299
"300",109,"F3:"," (.) 就 是",300
"301",109,"F3:"," (...) 會 想 要 跟 旁邊 的 人 講話 啊",301
"302",109,"F3:"," (.) 然後",302
"303",109,"F3:"," (...) 也 會 越 來 越 吵 啊 什麼 的",303
"304",109,"F3:"," (.) [都 有 人]",304
"305",110,"F2:"," [但 至少] 不要 太 誇張 就 好 啦",305
"306",110,"F2:"," (...) 不要 影響 想 要 聽課 的 人",306
"307",111,"F3:"," (.) 也 是 啦",307
"308",112,"F2:"," (...) 像 我們 那 個 班級 才 幾 個 而已 [2@@@=2]",308
"309",113,"F3:"," [2@@@=2]",309
"310",114,"F1:"," [2對 啊",310
"311",114,"F1:"," (.) 才 三2] 個欸",311
"312",121,"F2:"," (.) 一[2個 地區2] 的 社區 中心",312
"313",122,"F1:"," [2社區2]",313
"314",115,"F2:"," (.) @@@=",314
"315",116,"F1:"," (...) 硬 要 算 的 話 就 加 那 個 小學生 而已 啊",315
"316",117,"F2:"," (...) 但是 反正 我 覺得 去 那 裡 的 程度 多半 都",316
"317",117,"F2:"," (.) 就是",317
"318",117,"F2:"," (.) TSK",318
"319",117,"F2:"," (...) 還 蠻",319
"320",118,"F1:"," (...) 我 覺得 那 兩 個 女生 應該 還 OK 耶",320
"321",118,"F1:"," (...) 感覺 上",321
"322",119,"F2:"," (.) 就 感覺 上 蠻 乖 的 然後 也 蠻 [有心 學習 但]",322
"323",120,"F3:"," [他們 為什麼 會 想] 加入 課輔",323
"324",121,"F2:"," (...) 就 它 是 一 個",324
"325",121,"F2:"," (...) 家扶 中",325
"326",121,"F2:"," (.) 就是",326
"327",123,"F1:"," (.) 對 @",327
"328",124,"F2:"," (.) 就是",328
"329",124,"F2:"," (.) 社區 的 家扶",329
"330",124,"F2:"," (.) 安康 家扶 中心",330
"331",124,"F2:"," (...) 然後 是 要 讓 那些 就是",331
"332",124,"F2:"," (.) 譬如 沒有 錢 補習 或者 是 會",332
"333",124,"F2:"," (.) 像 那些 在 外面 遊蕩 的 國小 的 啊 或 國中",333
"334",124,"F2:"," (.) 就是 讓 他們 有 個 地方 可以 溫書 啊",334
"335",124,"F2:"," (.) 然後 有 課輔 老師 啊 什麼 的",335
"336",124,"F2:"," (.) 陪 他們 這 樣子",336
"337",125,"F3:"," (.) 喔",337
"338",126,"F2:"," (.) 大概 就 這 樣子 啦",338
"339",127,"F1:"," (...) 可是 其實 那 兩 個 女生 她 是",339
"340",127,"F1:"," (.) 她們 是 真的 有 在 問 說 要 怎麼 唸 吶",340
"341",128,"F2:"," (.) 而且 真的 看 得 出來 他們 真的 有 心 欸",341
"342",128,"F2:"," (.) [就 還] 蠻",342
"343",129,"F1:"," [對 啊]",343
"344",128,"F2:"," (.) 比較 乖 的",344
"345",129,"F1:"," (.) 對 啊",345
"346",130,"F2:"," (.) 至於 那 個 [2男生2]",346
"347",131,"F3:"," [2所以2] 你",347
"348",131,"F3:"," (.) 你 有 在 上課 就 是 了",348
"349",132,"F2:"," (.) 沒有 就 是 他們 在 溫書",349
"350",132,"F2:"," (.) [有 問題 再 問 我]",350
"351",133,"F3:"," [然後 有 問題]",351
"352",134,"F3:"," (.) [2喔2]",352
"353",135,"F2:"," [2對2]",353
"354",136,"F3:"," (.) 那 我 覺得 你 還",354
"355",136,"F3:"," (.) 我 覺得",355
"356",136,"F3:"," (...) 如果 這樣",356
"357",136,"F3:"," (.) 他 願意 聽 你 的 話 的話 你 可以",357
"358",136,"F3:"," (.) 就是 叫 他 說 你 今天 之 內",358
"359",136,"F3:"," (.) 就是",359
"360",136,"F3:"," (.) 你們 應該 一 個 小時 嘛",360
"361",137,"F2:"," (...) [um 一 個] 半",361
"362",138,"F3:"," [還 是 多 久]",362
"363",139,"F3:"," (.) 你 說 一 個 半 小 時 之 內",363
"364",139,"F3:"," (.) 你 可能",364
"365",139,"F3:"," (.) 可能 一 小 時 你 要 他 做 一 件 什麼 事情",365
"366",139,"F3:"," (.) 類似 說 你 要 背 十 個 單字",366
"367",139,"F3:"," (...) 然後",367
"368",139,"F3:"," (.) 快 結束 前 你 就 要 考 他",368
"369",139,"F3:"," (.) 類似 像 這樣 的",369
"370",139,"F3:"," (.) 讓 他 有 事情 做 啦",370
"371",139,"F3:"," (.) 不要",371
"372",139,"F3:"," (...) 就是 你 讓 他 每次 來 他 都 有 學到 一 點 東西",372
"373",140,"F2:"," (.) 但是 那 個 男 的 都 不 聽話 欸",373
"374",141,"F1:"," (.) 先 不要 管 他",374
"375",142,"F2:"," (.) 可是 那 兩 個 國中生",375
"376",142,"F2:"," (.) 那 兩 個 女 的",376
"377",142,"F2:"," (.) 就是 女 學生",377
"378",142,"F2:"," (.) 她們 就 來",378
"379",142,"F2:"," (.) 然後 都 會 帶 她們 的 考卷",379
"380",142,"F2:"," (.) 或 [2複習2] 的 考卷",380
"381",143,"F1:"," [2## 複測2]",381
"382",144,"F1:"," (.) 對 啊",382
"383",145,"F2:"," (.) 然後 在",383
"384",145,"F2:"," (.) 就是 數學 啊 理化 啊 還有 英文",384
"385",145,"F2:"," (.) 就 所以 也 沒 辦法 說 啊",385
"386",145,"F2:"," (.) 你 這次 就 背 幾個 單字 什麼 的",386
"387",145,"F2:"," (.) 多半 [就是 ##]",387
"388",146,"F3:"," [我 不是 說] 那 女的",388
"389",146,"F3:"," (.) 我 不是 說 那 兩 個 女生",389
"390",146,"F3:"," (.) 我 說 那 個 男 的",390
"391",147,"F2:"," (.) 喔",391
"392",147,"F2:"," (.) 如果 他 肯 聽 我 的 話 的話 這樣",392
"393",147,"F2:"," (.) [2這樣 就2] 好 喔",393
"394",148,"F3:"," [2對 啊2]",394
"395",148,"F3:"," (.) 就 不要 讓 他 來 在 那邊 鬧 也 沒事 做",395
"396",148,"F3:"," (.) 然後 浪費 那 一 個 半 小時",396
"397",149,"F2:"," (.) um",397
"398",150,"F3:"," (.) 他 自己 也 覺得 很 無聊 吧",398
"399",151,"F1:"," (...) 可是 他 有 這麼 容易 收服 嗎",399
"400",152,"F2:"," (.) 就 用 看看 吶",400
"401",152,"F2:"," (.) 我 覺得 [他]",401
"402",153,"F1:"," [對] 那 一 種 [2類型2]",402
"403",154,"F2:"," [2像 我2] 覺得 那 男生 其實 需要 大哥哥",403
"404",154,"F2:"," (.) 不是 大姊姊 耶",404
"405",155,"F1:"," (.) 那 男生 就是",405
"406",156,"F2:"," (.) 需要 一 個 大哥",406
"407",157,"F1:"," (.) 要 我 用 具體 形容 的 話",407
"408",157,"F1:"," (.) 他 大概 就是 那 一 種",408
"409",157,"F1:"," (...) 長相 是 <L3 俗仔 ((沒膽 的 人)) L3> 的 長相",409
"410",158,"F2:"," (.) @@",410
"411",159,"F1:"," (.) 可是 他 喜歡 耍 老大",411
"412",160,"F2:"," (.) 但是 其[實 沒 那]個 種",412
"413",161,"F1:"," [這 種人]",413
"414",162,"F1:"," (.) 對 [2沒 那 個 種2]",414
"415",163,"F3:"," [2@@@=2]",415
"416",164,"F1:"," (.) 這 種 人 最 困難",416
"417",165,"F3:"," (...) 是 喔",417
"418",166,"F1:"," (.) 你 不 能 用 大哥 的 方式 對 他",418
"419",166,"F1:"," (.) 你 也 不 能 用 小弟 的 方式 對 他",419
"420",166,"F1:"," (.) 最後 你 也 不 知道 要 怎麼 對 他",420
"421",167,"F3:"," (.) @@[@=]",421
"422",168,"F2:"," [@@@]",422
"423",169,"F1:"," [@@]",423
"424",170,"F1:"," (...) 對 啊",424
"425",171,"F3:"," (.) 蠻 難 想像 的",425
"426",172,"F2:"," (.) 你 可以 一起 來 啊",426
"427",172,"F2:"," (...) 禮拜五 下午",427
"428",172,"F2:"," (.) 啊 [2你 不行2]",428
"429",173,"F3:"," [2上班2]",429
"430",174,"F1:"," (.) 上班",430
"431",175,"F2:"," (...) ei 那 你 這 禮拜 可以 嗎",431
"432",175,"F2:"," (.) 就 明天",432
"433",176,"F1:"," (.) 我",433
"434",176,"F1:"," (...) 助教 叫 我 要 去",434
"435",176,"F1:"," (...) 明天 要 推甄 吶 他 叫 我 要 去",435
"436",177,"F2:"," (.) 喔",436
"437",178,"F1:"," (.) 我 今天 去 寫 企",437
"438",178,"F1:"," (.) 計劃書 的 時候 被 他 抓到",438
"439",179,"F2:"," (.) 去 幫忙 嗎 還 是",439
"440",180,"F1:"," (.) 對 啊",440
"441",180,"F1:"," (.) 他 可能 找 不 到 人",441
"442",180,"F1:"," (...) 而且 我 已經 欠 太 多 時數",442
"443",180,"F1:"," (...) 我 不 能 說 不",443
"444",181,"F2:"," (.) 其實 我 還 蠻 希望 你 可以 一起 來 的 說",444
"445",181,"F2:"," (.) 假如 說 四 個",445
"446",181,"F2:"," (.) 然後 我 沒 辦法 欸",446
"447",181,"F2:"," (.) 就 是",447
"448",181,"F2:"," (.) 這 個 顧 到 那 個 顧 到 那 個 顧 到",448
"449",182,"F1:"," (.) 那 個 小學生 還 會 去 嗎",449
"450",183,"F2:"," (.) 會 啊",450
"451",183,"F2:"," (.) 他們 每 個 禮拜 都 來 啊",451
"452",184,"F1:"," (.) 是 喔",452
"453",184,"F1:"," (...) 好 啦 如果 我 之後 有 空 [再 去]",453
"454",185,"F3:"," [你] 知道 他們 的 背景 嗎",454
"455",186,"F2:"," (.) 其實 就",455
"456",186,"F2:"," (.) 還 不 太",456
"457",186,"F2:"," (.) 清楚",457
"458",187,"F1:"," (.) 那 小學生 的 媽媽 會 來",458
"459",187,"F1:"," (...) 然後 上次 那 個 小學生 他們",459
"460",187,"F1:"," (.) 彼此 之間 吵架 的 時候",460
"461",187,"F1:"," (.) 有 一 個 小學生 就 [2說2]",461
"462",188,"F2:"," [2就 爆2] 出 一 個 大 料",462
"463",189,"F1:"," (.) 對",463
"464",189,"F1:"," (.) 就 說 我",464
"465",189,"F1:"," (.) 我 知道 你 媽 是 誰",465
"466",189,"F1:"," (.) 你 媽 都 會 喝醉 酒 坐 在 那 個 榕樹 下",466
"467",189,"F1:"," (...) [然後 他 就 在 那邊 哭 耶]",467
"468",190,"F2:"," [然後 那 個 小學生 哭 了]",468
"469",191,"F2:"," (.) 覺得 很 難[2堪2]",469
